"","ADCYAP1","ADIPOQ","ALX1","ARX","BAGE","BAGE2","BAGE3","BAGE4","BAGE5","BCORP1","BMP7","BTBD17","C14ORF39","C15ORF2","C18ORF61","C21ORF15","CALB2","CARTPT","CBLN4","CCL19","CCL21","CCNYL2","CFHR4","CHRNA4","CLEC4M","CR2","CRABP1","CRH","CSAG1","CSAG2","CSAG3","CTAG2","CXORF49","CXORF49B","CYP11B1","CYP4F24P","DDX3Y","DEFA1","DEFA1B","DLK1","DNAJC5G","EIF1AY","ERCC_00013","ERCC_00014","ERCC_00019","ERCC_00022","ERCC_00025","ERCC_00028","ERCC_00031","ERCC_00034","ERCC_00035","ERCC_00039","ERCC_00040","ERCC_00044","ERCC_00051","ERCC_00053","ERCC_00054","ERCC_00058","ERCC_00059","ERCC_00060","ERCC_00062","ERCC_00067","ERCC_00069","ERCC_00071","ERCC_00076","ERCC_00078","ERCC_00079","ERCC_00084","ERCC_00085","ERCC_00092","ERCC_00095","ERCC_00099","ERCC_00108","ERCC_00112","ERCC_00116","ERCC_00126","ERCC_00131","ERCC_00136","ERCC_00143","ERCC_00144","ERCC_00148","ERCC_00154","ERCC_00157","ERCC_00160","ERCC_00162","ERCC_00163","ERCC_00165","ERCC_00170","EVX2","FBXL21","FDCSP","FERD3L","FLJ41350","FOXD3","GABRA1","GCGR","GSTT1","HBG1","HBG2","HLA-DQA1","HLA-DRB4","HLA-DRB5","HOXC10","HOXD11","HOXD13","HSD3B2","KCNC2","KDM5D","LECT2","LHX9","LINC00221","LOC100129291","LOC100288568","LOC100507073","LOC100507199","LOC100507561","LOC100652893","LOC100653006","LOC348120","LOC400643","LOC441601","LOC90499","MAGEA1","MAGEA10","MAGEA10-MAGEA5","MAGEA11","MAGEA12","MAGEA2","MAGEA2B","MAGEA3","MAGEA4","MAGEA5","MAGEA6","MAGEA9","MAGEA9B","MAGEC1","MAGEC2","MGC39584","MUC15","NCAN","NCRNA00185","NF1P2","NHLH2","NKX6-1","NR5A1","PABPC1L2A","PABPC1L2B","PAGE5","PENK","PLA2G2A","PLA2G2D","PLEKHG4B","PMP2","POU4F2","PPP1R17","PPP1R1A","PRAME","PRKY","PRY","PRY2","PWRN1","RBP4","RMST","RPS4Y1","SERPINA12","SIX6","SLC30A3","SLC5A7","SLC6A11","SST","TERT","TLX3","TMSB4Y","TSIX","TSPY4","TTLL6","TTTY15","TTTY2","TTTY2B","TXLNG2P","UCN3","USP9Y","XAGE1A","XAGE1B","XAGE1C","XAGE1D","XAGE1E","XIST","ZFY","ZFY-AS1"
"SEQC_NB015_BC02FPACXX_L1_ACAGTG",4.095,-3.889,-0.304,-2.567,4.302,5.3,5.3,5.3,5.3,0.665,7.489,-2.43,4.509,-0.082,-1.983,0.725,3.531,-4.304,0.339,0.665,1.578,4.444,1.177,1.396,-2.189,-0.641,1.177,5.398,2.52,3.524,3.524,-6.665,-4.304,-4.304,-3.567,0.981,5.915,-6.665,-6.665,3.816,1.32,4.19,-2.497,-2.497,10.662,10.662,10.662,10.662,-2.497,-2.497,-2.497,-2.497,-2.497,10.662,-2.497,-2.497,-2.497,-2.497,-2.497,11.885,-2.497,-2.497,-2.497,10.662,10.662,10.662,12.247,-2.497,-2.497,12.778,-2.497,-2.497,14.537,10.662,11.399,-2.497,10.662,12.247,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,10.662,-2.497,-2.497,-6.665,2.265,-6.665,-1.567,-6.665,-4.304,2.377,4.125,0.554,-3.567,-4.889,2.507,-1.983,3.313,-6.665,-6.665,-4.304,-3.304,2.29,5.776,0.71,-6.665,4.565,-6.665,4.275,0.219,-1.031,1.74,0.198,-0.802,1.494,-6.665,5.022,-6.665,-4.304,-4.304,-2.43,-3.304,-1.719,1.122,0.618,-6.665,0.198,-3.567,-2.889,-4.304,-4.304,0.956,-6.665,5.687,6.067,6.263,2.33,2.144,2.3,-2.304,2.193,2.714,2.528,-4.304,4.509,-4.304,-0.007,5.94,-6.665,-3.304,0.45,2.794,8.295,6.091,-1.366,-1.366,1.065,-1.641,0.041,5.311,-1.497,-3.304,2.622,1.52,2.614,1.144,-3.304,0.554,1.177,-0.983,-6.665,-0.304,5.164,-0.108,-0.108,5.492,3.298,6.056,4.581,4.581,4.581,4.581,4.581,-0.719,3.576,3.366
"SEQC_NB016_BC02FPACXX_L1_GCCAAT",1.078,-6.665,-6.665,-0.567,-2.952,-2.421,-2.421,-2.421,-2.421,-6.665,4.372,-4.537,5.307,1.145,-1.478,-0.394,-1.421,-1.122,4.088,3.425,6.112,0.889,-4.537,-4.537,-0.874,-1.874,-3.537,-5.122,-3.8,-1.8,-1.8,-0.662,-4.537,-4.537,7.684,0.761,-3.537,-3.314,-3.314,5.086,1.522,-5.122,-2.497,-2.497,-2.497,11.165,12.013,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,10.428,-2.497,-2.497,-2.497,-2.497,-2.497,11.165,-2.497,-2.497,-2.497,11.165,11.165,-2.497,-2.497,-2.497,-2.497,12.013,-2.497,-2.497,14.367,11.165,12.303,-2.497,11.165,12.75,-2.497,-2.497,10.428,-2.497,-2.497,-2.497,-2.497,-2.497,11.165,-2.497,-6.665,-2.662,2.164,0.987,-4.537,1.742,-4.537,4.363,3.816,-2.421,-3.314,-3.122,2.222,1.425,-0.73,-6.665,-6.665,6.298,-2.662,-6.665,-3.8,1.37,-2.662,-3.8,-4.537,2.028,-6.665,-4.122,-6.665,-3.314,-5.122,-0.013,-5.122,-4.537,-4.537,-2.952,-1.367,-3.8,-4.537,-0.34,-0.367,-6.665,-6.665,-2.952,-2.952,-6.665,-6.665,-3.8,-2.662,-4.537,-2.662,-0.394,-6.665,-6.665,-6.665,-3.537,4.146,-1.662,-1.478,-6.665,-3.122,-6.665,-1.8,5.119,0.126,4.565,-4.537,1.425,4.312,-0.764,-6.665,-6.665,3.207,-6.665,-4.537,-3.122,-4.537,-6.665,1.626,-5.122,-4.122,2.724,-2.952,0.749,-6.665,10.056,-6.665,-4.122,-2.421,-6.665,-6.665,-4.537,0.048,-3.122,-5.122,-5.122,-5.122,-5.122,-5.122,10.161,-4.537,-4.537
"SEQC_NB017_BC02FPACXX_L1_CAGATC",7.114,-6.665,-0.709,-2.572,2.694,4.222,4.222,4.222,4.222,-0.783,2.687,-6.665,0.935,-4.446,-5.031,4.254,-3.709,0.724,6.007,6.428,7.224,-2.709,-2.572,-4.031,-2.224,2.144,-6.665,0.724,-0.476,-0.861,-0.861,2.236,0.428,0.428,0.75,-6.665,5.535,-1.861,-1.861,1.554,0.627,2.821,-2.497,-2.497,-2.497,10.537,11.274,-2.497,-2.497,-2.497,11.274,-2.497,-2.497,11.274,-2.497,-2.497,-2.497,-2.497,-2.497,12.274,10.537,10.537,-2.497,-2.497,11.759,-2.497,11.274,-2.497,-2.497,13.04,-2.497,-2.497,15.142,-2.497,11.759,-2.497,11.759,12.653,-2.497,-2.497,-2.497,10.537,-2.497,-2.497,10.537,10.537,-2.497,-2.497,-4.446,-4.446,2.504,-3.446,-6.665,-2.124,2.093,9.098,4.691,-2.031,-0.507,5.398,5.14,-0.902,1.309,-6.665,-6.665,-1.446,3.455,5.669,-6.665,-4.446,2.598,-0.303,2.124,-1.639,-6.665,-0.054,1.309,-0.507,-5.031,-6.665,-0.783,-0.987,-1.387,-3.224,-2.861,-6.665,-2.031,-0.639,-0.822,-1.572,-6.665,-4.446,-1.861,-1.709,-1.709,-6.665,-4.446,-0.416,-6.665,-1.124,1.591,-4.031,-6.665,2.457,-1.944,-0.902,-1.331,-2.331,-4.031,-6.665,5.996,0.477,-3.224,5.488,-3.446,-4.031,7.919,4.996,1.236,1.236,-4.446,-6.665,0.493,5.586,-0.902,-1.861,1.814,-2.446,-4.446,-0.507,-2.446,-2.861,0.327,-0.507,-0.861,-6.665,5.031,-4.446,-4.446,3.543,-0.861,5.313,0.198,0.198,0.198,0.198,0.198,-0.331,3.32,2.941
"SEQC_NB018_BC02FPACXX_L1_CTTGTA",5.297,-4.967,-3.645,-3.645,3.511,4.955,4.955,4.955,4.955,-1.507,6.724,-6.665,3.102,-0.294,-6.665,0.557,-6.665,3.17,-0.212,2.016,1.484,-2.645,-6.665,-6.665,-6.665,-1.879,2.257,-0.797,2.629,2.815,2.815,1.501,1.641,1.641,-4.967,-2.507,5.994,3.913,3.913,8.587,-0.06,3.781,-2.497,-2.497,-2.497,10.473,10.888,-2.497,10.473,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,12.347,10.473,-2.497,-2.497,10.473,12.058,-2.497,11.21,10.473,-2.497,12.347,-2.497,10.888,15.097,-2.497,13.136,-2.497,10.473,13.28,-2.497,10.473,-2.497,-2.497,10.473,-2.497,-2.497,-2.497,-2.497,-2.497,-2.382,1.484,-0.797,-6.665,-6.665,-6.665,-3.645,-0.323,3.869,0.618,1.641,-2.797,3.501,-6.665,5.583,-3.382,-1.797,-2.159,-0.239,5.664,0.572,-3.645,3.737,-0.757,3.238,-2.967,-6.665,-3.967,-2.797,1.641,-3.967,0.509,-0.323,-4.382,0.223,-1.574,-1.212,-3.159,3.666,3.357,3.115,1.509,-6.665,-3.645,0.373,-3.645,-3.645,-6.665,-6.665,3.592,-2.797,3.105,2.561,-3.382,-6.665,4.967,-3.645,1.162,1.291,-1.159,-4.382,-4.382,4.291,-2.645,-6.665,4.071,-0.879,-4.967,7.554,5.155,0.815,0.815,1.565,-4.382,-3.159,5.741,-1.382,1.044,2.553,5.174,-3.967,8.168,-3.159,-2.159,1.056,-0.036,-2.645,-2.967,6.034,0.603,0.603,5.051,-3.645,6.07,-6.665,-6.665,-6.665,-6.665,-6.665,-0.013,4.072,3.911
"SEQC_NB019_BC02FPACXX_L2_CGATGT",1.616,-4.421,-6.665,-4.421,3.063,4.701,4.701,4.701,4.701,-6.665,5.808,-2.306,-0.836,-3.684,-0.482,-1.306,-0.648,-2.836,4.303,2.373,1.352,3.805,-2.421,-2.306,-6.665,-1.052,-4.421,-3.421,3.019,3.785,3.785,0.242,-5.006,-5.006,-6.665,-1.099,-6.665,-2.006,-2.006,4.74,2.598,-5.006,-2.497,-2.497,-2.497,11.257,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,11.257,-2.497,-2.497,12.479,-2.497,-2.497,-2.497,11.257,12.479,-2.497,11.994,11.994,-2.497,12.479,11.257,-2.497,14.801,-2.497,12.479,-2.497,-2.497,11.994,-2.497,-2.497,11.257,11.257,-2.497,-2.497,-2.497,-2.497,11.257,-2.497,-6.665,-2.684,-0.758,-6.665,-6.665,-2.421,-1.306,7.995,3.488,-3.684,-2.006,-1.758,3.981,2.144,1.437,-5.006,-4.421,-3.199,2.118,-4.421,-4.006,-3.199,0.533,-1.251,1.194,1.261,-6.665,1.782,-0.199,-2.006,-3.421,0.735,-2.199,0.936,-1.547,-0.877,-0.614,-1.482,3.843,4.25,3.978,2.466,-4.421,-4.006,3.564,-4.421,-4.421,-2.006,-4.421,-0.278,-3.684,1.289,-6.665,-0.797,-5.006,0.103,-2.836,-6.665,-3.199,1.623,-6.665,-5.006,4.74,-1.482,-2.547,5.549,-2.306,3.518,8.497,-0.962,-6.665,-6.665,-6.665,-4.421,-5.006,-4.006,2.598,-6.665,4.852,-2.836,-1.836,0.261,-2.006,-4.421,-6.665,10.377,-6.665,-2.099,-4.006,-6.665,-6.665,-6.665,-3.199,-4.421,-4.421,-4.421,-4.421,-4.421,-4.421,10.459,-6.665,-6.665
"SEQC_NB020_BC02FPACXX_L2_TGACCA",6.292,2.176,-2.216,2.489,2.97,4.457,4.457,4.457,4.457,2.063,2.608,0.265,-0.631,-6.665,2.389,-1.714,-1.342,3.479,2.418,5.513,5.808,-1.714,-3.479,-0.757,-3.479,2.987,-2.216,-1.409,-4.216,-1.994,-1.994,2.159,0.843,0.843,-6.665,-2.801,5.968,3.574,3.574,5.295,-1.216,3.112,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,10.807,11.544,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,11.544,10.807,-2.497,-2.497,-2.497,10.807,-2.497,10.807,-2.497,-2.497,12.544,-2.497,10.807,15.372,-2.497,12.392,-2.497,-2.497,10.807,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,10.807,-2.497,10.807,10.222,2.633,-6.665,-0.714,-0.409,-3.801,3.514,-2.479,7.951,4.232,0.769,2.153,5.933,6.224,0.153,3.384,-0.592,2.364,-3.479,3.532,5.807,-4.216,-2.631,2.658,-0.444,1.806,-2.631,-4.216,-1.046,1.484,2.153,0.857,1.674,1.658,0.556,0.574,-2.631,-2.631,-4.216,-4.216,-1.553,-1.994,-6.665,-4.216,-6.665,-2.631,-2.994,-2.994,-6.665,-6.665,-0.943,-6.665,2.552,2.182,1.141,3.398,-0.479,-3.479,-1.479,-1.409,-0.479,-0.216,-3.801,5.413,0.625,3.569,2.428,1.699,-0.894,6.084,5.673,-0.247,-0.247,-6.665,-1.894,0.006,6.228,2.249,-6.665,-1.278,-0.847,-3.216,2.569,-0.409,0.799,0.081,0.081,-0.444,3.496,5.151,-0.444,-0.444,4.787,2.369,5.28,0.954,0.954,0.954,0.954,0.954,0.106,3.458,3.044
"SEQC_NB021_BC02FPACXX_L2_ACAGTG",8.44,-6.665,0.245,4.432,0.515,2.23,2.23,2.23,2.23,-6.665,-0.991,-1.36,2.225,-4.36,-0.623,3.679,-0.857,4.164,1.749,7.145,7.861,-0.623,-1.697,-2.775,-0.36,6.428,0.823,2.523,2.127,3.75,3.75,3.992,2.901,2.901,-6.665,-2.623,-6.665,-3.945,-3.945,2.78,-6.665,-4.36,-2.497,-2.497,-2.497,-2.497,11.623,-2.497,-2.497,-2.497,12.109,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,11.886,10.301,-2.497,-2.497,-2.497,12.109,-2.497,10.886,14.793,10.886,12.301,-2.497,-2.497,12.109,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,10.886,-2.497,10.886,10.886,2.531,1.663,3.284,-3.623,-6.665,0.81,-6.665,5.253,-6.665,-6.665,-4.36,6.495,6.881,4.406,2.929,-3.945,1.49,-6.665,3.437,-6.665,-0.485,-6.665,3.715,0.938,3.422,-0.301,-1.697,1.021,1.294,-3.137,-6.665,-4.36,3.202,-6.665,3.038,5.446,5.692,-1.301,2.79,4.213,4.024,3.058,1.617,2.551,3.291,-6.665,-6.665,-3.945,-4.36,0.863,3.047,0.64,-6.665,-3.36,-2.945,-3.36,-6.665,2.84,2.959,2.563,-4.36,-2.775,4.102,-1.038,-0.945,1.235,-2.485,1.313,7.101,-1.552,-6.665,-6.665,-1.775,-6.665,-6.665,-4.36,-3.623,0.901,-1.857,-0.659,-3.623,6.743,0.875,-2.36,-6.665,9.259,-6.665,-1.19,-3.623,-6.665,-6.665,-6.665,1.205,-6.665,1.633,1.633,1.633,1.633,1.633,9.375,-4.36,-4.36
"SEQC_NB022_BC02FPACXX_L2_GCCAAT",6.124,-6.665,-2.8,4.022,2.615,3.761,3.761,3.761,3.761,-0.544,3.85,-2.648,-1.016,-6.665,2.498,-2.511,-0.648,3.729,3.32,4.095,4.145,-1.446,-2.648,3.905,-6.665,-1.722,-1.648,-0.76,-2.97,-3.163,-3.163,3.379,3.261,3.261,-6.665,-3.648,5.661,-3.648,-3.648,4.182,-0.189,3.041,-2.497,-2.497,-2.497,10.761,10.761,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,12.346,-2.497,-2.497,-2.497,-2.497,-2.497,10.761,-2.497,-2.497,-2.497,11.498,-2.497,-2.497,14.635,-2.497,12.876,-2.497,-2.497,12.635,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,11.498,-2.497,-2.497,-2.497,1.506,-3.163,-6.665,0.615,-6.665,3.285,-4.385,8.908,-6.665,-4.385,-6.665,5.31,-2.648,5.988,-0.97,-1.882,2.72,-6.665,4.308,5.567,-6.665,-6.665,1.538,1.489,0.052,-4.385,-2.8,-3.163,2.118,-6.665,-3.385,3.066,-0.76,-2.8,1.688,5.18,5.694,-4.97,-6.665,-3.97,-4.385,-6.665,-3.163,3.483,-4.97,-4.385,-4.385,-6.665,-6.665,1.73,0.538,6.374,2.112,-2.511,1.538,3.264,-2.511,-0.8,-1.112,-0.882,-3.648,-3.648,4.285,3.123,2.506,-0.97,2.67,2.268,8.414,5.433,1.585,1.585,-6.665,-6.665,-3.163,5.973,3.392,-6.665,0.352,-1.063,-2.511,1.139,-1.722,-1.578,0.973,-0.27,4.07,0.139,5.686,-0.242,-0.242,4.967,-1.112,5.379,-0.882,-0.882,-0.882,-0.882,-0.882,-0.112,3.352,3.036
"SEQC_NB023_BC02FPACXX_L2_CAGATC",9.388,-4.96,-6.665,3.901,4.85,6.355,6.355,6.355,6.355,0.415,5.967,-3.375,-0.79,-6.665,-3.96,-2.79,-0.127,6.862,3.714,5.092,5.437,-2.053,-4.375,-0.006,-1.712,3.684,2.563,0.515,2.934,3.742,3.742,2.259,2.068,2.068,-6.665,1.028,6.121,-4.375,-4.375,4.018,-1.153,3.689,-2.497,-2.497,-2.497,11.924,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,10.924,-2.497,-2.497,-2.497,-2.497,-2.497,10.924,10.924,-2.497,-2.497,-2.497,12.146,-2.497,-2.497,10.924,-2.497,12.509,-2.497,-2.497,14.731,-2.497,13.246,-2.497,-2.497,12.509,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,10.924,11.661,-2.497,1.853,-0.26,1.127,0.229,-4.375,2.028,-6.665,8.276,-3.638,-1.501,-0.468,4.391,4.451,5.634,5.429,-2.053,1.491,-3.96,2.543,5.771,0.148,-0.406,3.545,1.159,3.501,-2.96,-2.638,-0.437,0.017,-0.288,-0.831,3.756,2.532,-1.006,3.309,3.823,4.112,-1.79,3.899,4.573,4.35,2.483,1.594,1.04,3.172,0.684,0.684,-6.665,-6.665,5.036,0.084,4.323,2.841,-0.102,-1.153,4.173,-4.375,1.602,1.74,-0.053,-2.79,-6.665,3.1,-1.568,2.876,2.04,5.417,2.934,7.624,5.789,0.325,0.325,-3.375,-4.375,-4.96,6.086,-3.96,-6.665,-1.102,2.2,-3.153,5.627,-2.375,-1.153,0.547,-0.406,-1.79,1.148,5.582,1.571,1.571,5.173,1.491,5.87,-6.665,-6.665,-6.665,-6.665,-6.665,-0.346,3.768,3.472
"SEQC_NB024_BC02FPACXX_L2_CTTGTA",8.48,5.895,-2.028,-0.35,0.153,1.793,1.793,1.793,1.793,-6.665,2.392,1.96,-0.542,-2.234,-2.127,-1.847,-2.475,2.763,4.312,3.346,3.285,-0.847,-4.35,-2.234,-6.665,1.86,2.365,8.223,2.972,3.63,3.63,0.62,0.423,0.423,-6.665,-3.613,-3.613,-2.028,-2.028,4.736,-4.934,-6.665,-2.497,-2.497,-2.497,-2.497,11.494,-2.497,-2.497,-2.497,11.757,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,12.342,-2.497,-2.497,-2.497,10.757,10.757,-2.497,10.757,-2.497,-2.497,12.873,-2.497,-2.497,14.757,-2.497,11.98,-2.497,-2.497,13.079,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,11.98,10.757,1.304,-4.35,-0.649,-0.32,4.238,4.894,-4.934,7.754,-4.934,-0.508,-1.076,4.872,1.031,0.68,2.36,-2.028,0.11,-3.127,1.948,-2.934,-3.934,-4.35,3.228,0.423,2.126,-6.665,-6.665,0.807,0.043,-1.076,-6.665,-1.411,-3.934,-1.934,2.427,2.585,2.857,-2.765,4.152,4.645,4.464,3.65,-6.665,-0.291,3.892,-3.127,-3.127,-2.765,-3.35,3.057,0.573,2.441,-6.665,-3.613,3.599,-1.847,-4.35,0.766,0.766,-1.291,0.195,3.99,1.02,-0.847,6.871,3.148,6.44,1.605,7.229,-3.127,-6.665,-6.665,-0.38,3.641,-3.35,-3.127,-2.934,-1.687,-2.934,1.275,-2.934,2.863,0.369,0.458,-6.665,8.899,-6.665,3.603,-4.934,-6.665,-6.665,-3.934,1.709,-6.665,1.387,1.387,1.387,1.387,1.387,8.97,-4.35,-6.665
"SEQC_NB025_BC02FPACXX_L3_CGATGT",8.299,-4.455,2.534,-0.792,-0.133,0.891,0.891,0.891,0.891,-1.455,3.115,-0.911,-5.04,-6.665,-3.455,-2.232,0.728,2.484,1.395,0.15,1.994,-2.339,-3.455,2.444,-6.665,-3.718,3.911,3.622,1.806,2.837,2.837,-6.665,-6.665,-6.665,-6.665,-0.58,5.957,-3.718,-3.718,7.841,-0.952,2.977,-2.497,-2.497,-2.497,13.539,-2.497,-2.497,-2.497,-2.497,12.802,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,12.802,-2.497,-2.497,-2.497,-2.497,12.802,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,1.914,0.715,-3.718,-6.665,-2.339,1.873,2.395,1.626,4.639,-2.87,-3.718,4.619,4.73,-0.83,4.197,-3.232,0.17,-3.718,3.97,5.727,-0.485,-1.455,2.042,-4.455,-0.086,1.246,-6.665,-0.207,2.179,-3.718,-6.665,-3.718,-5.04,-6.665,-0.485,-2.87,-1.792,-6.665,2.65,3.562,3.438,2.914,-4.455,-2.87,2.728,-4.455,-4.455,-6.665,-6.665,2.803,-5.04,3.034,1.812,-6.665,6.129,-1.455,-6.665,-1.086,-1.086,-3.04,-2.04,-0.548,2.92,-0.339,1.843,4.13,2.674,-4.04,7.098,4.466,0.452,0.452,-4.455,2.382,4.037,5.735,-2.04,-6.665,2.005,3.307,1.218,8.252,-2.455,1.3,1.14,0.352,-1.339,-1.182,4.549,-0.157,-0.157,4.155,-0.133,5.392,-4.455,-4.455,-4.455,-4.455,-4.455,0.386,3.492,3.333
"SEQC_NB026_BC02FPACXX_L3_TGACCA",5.372,4.295,-1.557,-3.694,-0.261,0.359,0.359,0.359,0.359,-6.665,-0.209,-0.109,-5.016,-2.316,0.212,2.38,-0.524,4.587,-3.431,6.887,7.736,-2.557,-3.209,-6.665,3.324,4.603,1.491,3.116,0.306,1.955,1.955,0.752,-1.493,-1.493,-5.016,0.459,-4.016,-0.372,-0.372,6.471,-1.929,-5.016,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,12.377,-2.497,-2.497,-2.497,-2.497,12.377,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,12.377,-2.497,-2.497,-2.497,-2.497,12.377,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,13.114,-2.497,-1.431,-0.086,2.183,2.807,-6.665,0.628,2.427,6.266,4.722,-4.431,-1.431,6.037,-2.016,7.357,1.725,-4.431,-3.016,-3.209,1.359,-5.016,-0.158,-1.109,2.503,-1.768,0.656,-6.665,-6.665,-6.665,-1.261,-1.431,-3.694,-4.431,-3.694,-4.431,-0.624,-3.209,-2.846,-2.016,1.531,3.232,3.02,1.006,-6.665,-6.665,1.203,-6.665,-6.665,-2.846,-3.209,2.402,-5.016,-1.846,-6.665,-3.694,-0.183,5.22,-4.431,-3.431,-2.846,-2.694,-1.846,-0.183,3.149,2.645,0.926,6.303,2.587,-0.109,1.772,-2.209,-6.665,-6.665,-0.493,0.642,-1.261,-5.016,0.891,-6.665,0.341,3.416,-2.557,-2.557,-0.431,1.006,-6.665,8.978,-6.665,-1.694,-4.431,-6.665,-6.665,-5.016,-0.109,-3.694,-3.694,-3.694,-3.694,-3.694,-3.694,9.05,-4.431,-4.431
"SEQC_NB027_BC02FPACXX_L3_ACAGTG",5.856,-4.02,-3.698,4.205,2.704,4.055,4.055,4.055,4.055,-6.665,3.902,-1.85,-2.561,-6.665,1.495,-1.628,0.13,-0.85,4.165,6.377,6.278,-2.213,-3.698,-1.213,-6.665,0.406,-4.02,-4.02,0.624,1.228,1.228,2.774,3.106,3.106,4.642,1.774,-4.02,-0.933,-0.933,3.509,-1.376,-5.02,-2.497,-2.497,-2.497,-2.497,12.862,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,12.862,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,3.751,-2.02,1.218,-1.113,-3.213,1.869,-4.435,8.601,3.687,-3.02,-3.02,-3.435,-3.435,4.865,4.731,-0.663,4.023,5.364,3.495,-3.698,-3.213,1.067,3.381,1.355,3.27,-0.698,-2.85,-2.85,1.735,-3.02,-0.466,2.67,-0.811,1.024,1.862,-0.043,0.265,-3.698,1.968,2.872,2.673,1.787,-0.663,-3.02,1.774,-0.066,-0.066,-2.32,-2.561,4.768,2.363,-0.348,-6.665,0.534,5.224,2.568,2.261,-1.213,-0.976,-1.32,-4.435,-3.698,5.797,0.046,1.472,1.666,-0.265,-3.435,8.032,-2.02,-6.665,-6.665,-6.665,-4.02,-2.02,-4.435,1.13,-6.665,0.046,-0.466,-2.85,0.968,0.209,-0.497,-6.665,10.277,-6.665,0.862,-6.665,-6.665,-6.665,-4.435,0.666,-5.02,2.14,2.14,2.14,2.14,2.14,10.361,-3.698,-4.02
"SEQC_NB028_BC02FPACXX_L3_GCCAAT",4.901,-6.665,2.421,-0.987,-0.865,0.569,0.569,0.569,0.569,-6.665,-2.49,-5.075,0.667,-3.267,3.777,-2.615,-1.32,3.813,-1.615,4.84,4.177,-0.293,-4.49,-2.905,-4.49,-0.717,-0.615,0.97,-1.753,-0.987,-0.987,-3.075,-4.075,-4.075,-4.49,1.385,-3.753,-2.905,-2.905,5.514,2.335,-5.075,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,13.078,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,13.078,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-2.497,-1.431,-0.615,0.808,1.739,-3.753,-0.615,3.953,6.108,5.105,-2.905,-1.987,3.06,3.362,-4.075,0.51,-6.665,-2.615,-1.827,1.51,-3.753,-2.905,-0.717,2.569,-1.987,1.472,2.183,-6.665,-6.665,-1.32,-1.987,-4.49,-4.075,-3.753,-6.665,-2.905,-6.665,-2.753,-4.49,-0.12,0.694,0.301,-0.293,-6.665,-6.665,-0.12,-4.49,-4.49,-3.075,-2.753,-3.267,-2.374,-0.242,-6.665,-4.49,-4.49,3.979,-1.431,-1.49,-1.32,-3.753,-6.665,-6.665,2.453,-0.402,-1.753,5.388,-0.717,-5.075,5.774,-1.753,-6.665,-6.665,-3.267,-2.267,-6.665,-3.49,2.951,-6.665,3.128,2.752,-2.615,3.137,-3.753,1.88,-6.665,10.678,-6.665,-0.648,-6.665,-5.075,-5.075,-4.49,1.183,-3.753,-6.665,-6.665,-6.665,-6.665,-6.665,10.816,-4.49,-4.49
